name,filter_object,graphql_object,llm_result,consortium
11q deletion <5 years,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""11q deletion""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 3, ""upperBound"": 1824}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 3}}, {""LTE"": {""age_at_tumor_assessment"": 1824}}]}], ""path"": ""tumor_assessments""}}]}",The cohort consists of individuals diagnosed with Neuroblastoma (Schwannian Stroma-Poor) who have a confirmed presence of the 11q deletion molecular abnormality. The age at tumor assessment for these individuals ranges from 3 days to 1824 days (approximately 5 years).,_none
MYCN amp,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""MYCN Amplification""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}], ""path"": ""molecular_analysis""}}]}",The cohort consists of individuals diagnosed with Neuroblastoma (Schwannian Stroma-Poor) who also exhibit MYCN Amplification. Both criteria must be met for inclusion in the study.,_none
Some filter I made,"{""value"": {""sex"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Male""]}, ""censor_status"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Subject has had one or more events""]}, ""medical_histories.medical_history"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Neurofibromatosis Type 1""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""IN"": {""sex"": [""Male""]}}, {""IN"": {""censor_status"": [""Subject has had one or more events""]}}, {""nested"": {""AND"": [{""IN"": {""medical_history"": [""Neurofibromatosis Type 1""]}}], ""path"": ""medical_histories""}}]}",The cohort consists of male subjects who have experienced one or more events and have a medical history of Neurofibromatosis Type 1.,_none
4n 2010-2020,"{""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Lymph Nodes""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage M"", ""Stage 4"", ""Stage IV""]}, ""stagings.stage_system"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""EVANS"", ""INRGSS"", ""INSS""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Liver""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Bone Marrow""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Bone""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2010, ""upperBound"": 2024}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""AND""}","{""AND"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""tumor_classification"": [""Metastatic""]}}, {""IN"": {""tumor_site"": [""Lymph Nodes""]}}, {""IN"": {""tumor_state"": [""Present""]}}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""stage"": [""Stage M"", ""Stage 4"", ""Stage IV""]}}, {""IN"": {""stage_system"": [""EVANS"", ""INRGSS"", ""INSS""]}}], ""path"": ""stagings""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""tumor_classification"": [""Metastatic""]}}, {""IN"": {""tumor_site"": [""Liver""]}}, {""IN"": {""tumor_state"": [""Absent""]}}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""tumor_classification"": [""Metastatic""]}}, {""IN"": {""tumor_site"": [""Bone Marrow""]}}, {""IN"": {""tumor_state"": [""Absent""]}}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""tumor_classification"": [""Metastatic""]}}, {""IN"": {""tumor_site"": [""Bone""]}}, {""IN"": {""tumor_state"": [""Absent""]}}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""AND"": [{""GTE"": {""year_at_disease_phase"": 2010}}, {""LTE"": {""year_at_disease_phase"": 2024}}]}]}]}","The cohort consists of patients from the INRG consortium who meet specific criteria. These patients have metastatic tumors and are assessed for tumor presence in various sites. Specifically, the cohort includes patients with tumors present in the lymph nodes, and those with tumors absent in the liver, bone marrow, and bone. Additionally, the cohort includes patients staged as Stage M, Stage 4, or Stage IV according to the EVANS, INRGSS, or INSS staging systems. All patients were diagnosed or treated between the years 2010 and 2024.",_none
NBL 1p deletion,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""1p deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality_result"": [""Present""]}}, {""IN"": {""molecular_abnormality"": [""1p deletion""]}}], ""path"": ""molecular_analysis""}}]}",The cohort consists of individuals diagnosed with Neuroblastoma (Schwannian Stroma-Poor) who have a molecular analysis showing the presence of a 1p deletion.,_none
"ANBL0032 Anti-GD2 11q, 1p, and MYCN known","{""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""studies.study_id"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""ANBL0032""]}, ""studies.treatment_arm"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""RA+anti-GD2""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""11q deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent"", ""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""studies.study_id"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""ANBL0032""]}, ""studies.treatment_arm"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""RA+anti-GD2""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""1p deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent"", ""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""studies.study_id"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""ANBL0032""]}, ""studies.treatment_arm"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""RA+anti-GD2""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""MYCN Amplification""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent"", ""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""AND""}","{""AND"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""11q deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Absent"", ""Present""]}}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""IN"": {""study_id"": [""ANBL0032""]}}, {""IN"": {""treatment_arm"": [""RA+anti-GD2""]}}], ""path"": ""studies""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""1p deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Absent"", ""Present""]}}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""IN"": {""study_id"": [""ANBL0032""]}}, {""IN"": {""treatment_arm"": [""RA+anti-GD2""]}}], ""path"": ""studies""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}, {""IN"": {""molecular_abnormality_result"": [""Absent"", ""Present""]}}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""IN"": {""study_id"": [""ANBL0032""]}}, {""IN"": {""treatment_arm"": [""RA+anti-GD2""]}}], ""path"": ""studies""}}]}]}","The cohort consists of participants from the INRG consortium who were part of the ANBL0032 study and received the RA+anti-GD2 treatment arm. The participants were selected based on the presence or absence of specific molecular abnormalities, including 11q deletion, 1p deletion, and MYCN amplification. Each of these molecular abnormalities could be either present or absent in the participants.",_none
1p deletion,"{""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""1p deletion""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""molecular_abnormality"": [""1p deletion""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}], ""path"": ""molecular_analysis""}}]}","The cohort consists of individuals diagnosed with Neuroblastoma (Schwannian Stroma-Poor) who also exhibit a 1p deletion molecular abnormality, with the presence of this abnormality confirmed.",_none
L2,"{""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""selectedValues"": [""Stage L2""]}, ""histologies.histology"": {""__type"": ""OPTION"", ""selectedValues"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}, ""stagings.stage_system"": {""__type"": ""OPTION"", ""selectedValues"": [""INRGSS""]}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""IN"": {""histology"": [""Neuroblastoma (Schwannian Stroma-Poor)""]}}], ""path"": ""histologies""}}, {""nested"": {""AND"": [{""IN"": {""stage_system"": [""INRGSS""]}}, {""IN"": {""stage"": [""Stage L2""]}}], ""path"": ""stagings""}}]}",The cohort consists of individuals diagnosed with Neuroblastoma (Schwannian Stroma-Poor) who are classified under the INRGSS staging system and are specifically at Stage L2.,_none
Stage 4 nmyc-amp toddlers,"{""value"": {""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""selectedValues"": [""Stage 4""]}, ""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""selectedValues"": [""MYCN Amplification""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 365, ""upperBound"": 547}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""selectedValues"": [""Present""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4""]}}]}]}], ""path"": ""stagings""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}, {""IN"": {""molecular_abnormality_result"": [""Present""]}}]}]}], ""path"": ""molecular_analysis""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 365}}, {""LTE"": {""age_at_tumor_assessment"": 547}}]}]}]}], ""path"": ""tumor_assessments""}}]}","The cohort consists of patients who were at the initial diagnosis phase of their disease. These patients were specifically diagnosed with Stage 4 cancer. Additionally, they exhibited a molecular abnormality characterized by MYCN amplification, which was confirmed to be present. The age of the patients at the time of tumor assessment ranged from 1 year (365 days) to just under 1.5 years (547 days).",_none
Infants < 3 months RMS,"{""value"": {""disease_phase:Initial Diagnosis"": {""value"": {""histologies.histology"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Botryoid rhabdomyosarcoma (BRMS)"", ""Alveolar rhabdomyosarcoma (ARMS)"", ""Spindle cell"", ""Embryonal rhabdomyosarcoma (ERMS)""]}, ""tumor_assessments.age_at_tumor_assessment"": {""__type"": ""RANGE"", ""lowerBound"": 0, ""upperBound"": 90}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}","{""AND"": [{""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""AND"": [{""GTE"": {""age_at_tumor_assessment"": 0}}, {""LTE"": {""age_at_tumor_assessment"": 90}}]}]}]}], ""path"": ""tumor_assessments""}}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""histology"": [""Botryoid rhabdomyosarcoma (BRMS)"", ""Alveolar rhabdomyosarcoma (ARMS)"", ""Spindle cell"", ""Embryonal rhabdomyosarcoma (ERMS)""]}}]}]}], ""path"": ""histologies""}}]}","The cohort consists of patients who were at the initial diagnosis phase and had a histological diagnosis of either Botryoid rhabdomyosarcoma (BRMS), Alveolar rhabdomyosarcoma (ARMS), Spindle cell, or Embryonal rhabdomyosarcoma (ERMS). Additionally, these patients were assessed for tumors at an age between 0 and 90 days.",_none
"Stage 3, L2","{""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 3""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2023}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage L2""]}, ""stagings.stage_system"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRGSS""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2023}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""AND""}","{""AND"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2023}}]}, {""nested"": {""AND"": [{""IN"": {""stage"": [""Stage 3""]}}], ""path"": ""stagings""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2023}}]}, {""nested"": {""AND"": [{""IN"": {""stage"": [""Stage L2""]}}, {""IN"": {""stage_system"": [""INRGSS""]}}], ""path"": ""stagings""}}]}]}","The cohort consists of individuals who are part of the INRG consortium and were diagnosed between the years 2003 and 2023. The selection includes two groups: the first group comprises individuals with Stage 3 disease, and the second group includes those with Stage L2 disease according to the INRGSS staging system.",_none
2003-2023 4N MYCN-NA,"{""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2023}, ""disease_phase:Initial Diagnosis"": {""value"": {""molecular_analysis.molecular_abnormality"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""MYCN Amplification""]}, ""molecular_analysis.molecular_abnormality_result"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Absent""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": [{""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2023}, ""disease_phase:Initial Diagnosis"": {""value"": {""stagings.stage"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Stage 4"", ""Stage M""]}, ""stagings.stage_system"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""EVANS"", ""INRGSS"", ""INSS""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2023}, ""disease_phase:Initial Diagnosis"": {""value"": {""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Lymph Nodes""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Present""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}, {""value"": {""consortium"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""INRG""]}, ""year_at_disease_phase"": {""__type"": ""RANGE"", ""lowerBound"": 2003, ""upperBound"": 2023}, ""disease_phase:Initial Diagnosis"": {""value"": {""tumor_assessments.tumor_site"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Bone Marrow"", ""Bone"", ""Central Nervous System"", ""Liver"", ""Lung"", ""Skin"", ""Lymph Nodes""]}, ""tumor_assessments.tumor_state"": {""__type"": ""OPTION"", ""isExclusion"": true, ""selectedValues"": [""Present"", ""Unknown""]}, ""tumor_assessments.tumor_classification"": {""__type"": ""OPTION"", ""isExclusion"": false, ""selectedValues"": [""Metastatic""]}}, ""__type"": ""ANCHORED""}}, ""__type"": ""STANDARD"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""AND""}], ""__type"": ""COMPOSED"", ""__combineMode"": ""AND""}","{""AND"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2023}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""molecular_abnormality"": [""MYCN Amplification""]}}, {""IN"": {""molecular_abnormality_result"": [""Absent""]}}]}]}], ""path"": ""molecular_analysis""}}]}, {""AND"": [{""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2023}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""stage"": [""Stage 4"", ""Stage M""]}}, {""IN"": {""stage_system"": [""EVANS"", ""INRGSS"", ""INSS""]}}]}]}], ""path"": ""stagings""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2023}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_classification"": [""Metastatic""]}}, {""IN"": {""tumor_site"": [""Lymph Nodes""]}}, {""IN"": {""tumor_state"": [""Present""]}}]}]}], ""path"": ""tumor_assessments""}}]}, {""AND"": [{""IN"": {""consortium"": [""INRG""]}}, {""AND"": [{""GTE"": {""year_at_disease_phase"": 2003}}, {""LTE"": {""year_at_disease_phase"": 2023}}]}, {""nested"": {""AND"": [{""AND"": [{""IN"": {""disease_phase"": [""Initial Diagnosis""]}}, {""AND"": [{""IN"": {""tumor_classification"": [""Metastatic""]}}, {""IN"": {""tumor_site"": [""Bone Marrow"", ""Bone"", ""Central Nervous System"", ""Liver"", ""Lung"", ""Skin"", ""Lymph Nodes""]}}, {""AND"": [{""!="": {""tumor_state"": ""Present""}}, {""!="": {""tumor_state"": ""Unknown""}}]}]}]}], ""path"": ""tumor_assessments""}}]}]}]}","The cohort consists of patients from the INRG consortium who were initially diagnosed between 2003 and 2023. The selection criteria include patients with MYCN Amplification that is absent, those diagnosed at Stage 4 or Stage M according to the EVANS, INRGSS, or INSS staging systems, and those with metastatic tumors. Specifically, the cohort includes patients with metastatic tumors present in the lymph nodes. Additionally, it includes patients with metastatic tumors in sites such as the bone marrow, bone, central nervous system, liver, lung, skin, or lymph nodes, provided the tumor state is neither present nor unknown.",_none
